,job_title,job_date,comp_name,comp_no,comp_type,comp_size,eco_activity,qualif,region,city,benefits,contract,positions,job_post_id,experience in years,gender,Salary
730,مدرس لغة أجنبية,19/05/1444,مدارس الشمس الاهلية,1-1639647,خاص,متوسطة فئة ب,تشغيل المدارس المستقلة (التعليم الثانوي) بمنهج وطني,"['Skill data', 'الحاسب الآلي', 'متوسط', 'Language data', 'اللغة الانجليزية', 'محترف']",الرياض,AR RIYADH...,"['Salary', '5000.0', 'Benefits', '300 بدل نقل', 'تأمين طبي']",دوام كامل,0 / 1,20202026340714,0,Male,5000.0
731,مصمم أثاث,19/05/1444,مصنع العربية الرائدة للصناعة,4-1970092,خاص,صغيرة فئة أ,صناعة الأبواب والنوافذ الخشبية,"['Skill data', 'تصميم أثاث', 'محترف', 'Language data', 'الإنجليزية', 'محترف']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '7500.0']",دوام كامل,0 / 2,20202026340594,2,Both,7500.0
732,مدير إداري,19/05/1444,شركة صيدلية جمال الدين خوجة المركزية وشريكه المحدودة,13-1995317,خاص,صغيرة فئة ب,Unknown,"['Skill data', 'مهارات تواصل ', 'مبتدئ']",مكة المكرمة,MAKKAH AL...,"['Salary', '7000.0', 'Benefits', '1000']",دوام كامل,0 / 1,20202026340540,0,Male,7000.0
733,بائع مأكولات ومشروبات,19/05/1444,شركة الفصل الخامس للتجارة,11-2015254,خاص,متوسطة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,"['Language data', 'الانجليزية ', 'مبتدئ']",الرياض,AL KHARJ...,"['Salary', '4500.0']",دوام كامل,0 / 4,20202026340217,0,Male,4500.0
734,بائع مأكولات ومشروبات,19/05/1444,شركة الفصل الخامس للتجارة,11-2015254,خاص,متوسطة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,Unknown,الرياض,AL KHARJ...,"['Salary', '4500.0']",دوام كامل,0 / 5,20202026340202,0,Both,4500.0
735,أخصائي عمليات موارد بشرية,19/05/1444,شركه الذكاء المميز لحلول التجاره والاعمال المحدوده,9-105479,خاص,متوسطة فئة أ,تقديم خدمة إدارة ومراقبة شبكات الاتصالات والمعلومات,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '5500.0']",دوام كامل,0 / 1,20202026340130,0,Female,5500.0
736,مدير مبيعات جملة,19/05/1444,مؤسسة عبدالوهاب بن احمد بن عبدالوهاب الحواج التجارية,4-1985775,خاص,صغيرة فئة أ,البيع بالتجزئة للزهور والورود,"['Skill data', 'القدرة على الاقناع', 'متوسط', 'Language data', 'العربية ', 'محترف', 'Professional certificate \\ License data', 'مدير مبيعات', 'ضروري']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026339937,2,Female,4000.0
737,حارس أمن,19/05/1444,مؤسسة إسناد للحراسات الأمنية,4-81125,خاص,متوسطة فئة ج,خدمات الحراس الشخصيين,Unknown,الرياض,AR RIYADH...,"['Salary', '3200.0', 'Benefits', '1300 بدلات ومزايا ']",دوام كامل,0 / 50,20202026339890,2,Both,3200.0
738,أخصائي تسويق,19/05/1444,شركة مساعد الحربي وأبناؤه المحدودة,1-145486,خاص,متوسطة فئة ب,البيع بالجملة للهدايا والكماليات,"['Skill data', 'مهارة التصميم والتسويق والاعلان ', 'محترف', 'Language data', 'العربيه والانجليزيه', 'متوسط', 'Professional certificate \\ License data', 'تسويق وتصميم', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '5500.0']",دوام كامل,0 / 4,20202026339510,0,Both,5500.0
739,بائع مأكولات ومشروبات,19/05/1444,مقهى الفصل الخامس لتقديم المشروبات,20-1955938,خاص,متوسطة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,"['Language data', 'الانجليزية ', 'مبتدئ']",الرياض,AL KHARJ...,"['Salary', '4500.0']",دوام كامل,0 / 4,20202026339407,0,Male,4500.0
740,محصل,19/05/1444,مكتب سرعة التحصيل لتحصيل الديون,15-1963187,خاص,صغيرة فئة أ,Unknown,Unknown,المنطقة الشرقية,AL KHUBAR...,"['Salary', '4000.0']",دوام كامل,0 / 4,20202026339317,0,Female,4000.0
741,مشرف صحة وسلامة مهنية,19/05/1444,شركة عبدالله محمد اليوسف للمقاولات,15-1261960,خاص,متوسطة فئة ج,أنشطة خدمات صيانة المباني,Unknown,المنطقة الشرقية,AL KHUBAR...,"['Salary', '5700.0']",دوام كامل,0 / 1,20202026339218,0,Male,5700.0
742,رئيس تنفيذي,19/05/1444,جاروديه الخيريه للخدمات الاجتماعيه /جمعيه,EST-282,شبه حكومية,كبيرة,Unknown,"['Language data', 'العربيه', 'محترف', 'انجليزي', 'محترف']",المنطقة الشرقية,AL QATIF...,"['Salary', '10250.0']",دوام كامل,0 / 1,20202026339202,0,Male,10250.0
743,أخصائي مبيعات منتجات صيدلانية,19/05/1444,مؤسسة ألفا جروب للتجارة,1-1638956,خاص,صغيرة فئة أ,البيع بالجملة للهدايا والكماليات,"['Skill data', 'التواصل و تحمل ضغط العمل', 'محترف', 'التعامل الجيد مع العملاء', 'محترف', 'متابعة متطلبات العملاء بصفة مستمرة', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '5000.0', 'Benefits', 'حوافز و مكافات شهرية']",دوام كامل,0 / 1,20202026339199,2,Both,5000.0
744,موظف استقبال,19/05/1444,مؤسسة ملوف لتقديم الوجبات,1-2183857,خاص,صغيرة فئة ب,المطاعم مع الخدمة,Unknown,الرياض,AR RIYADH...,"['Salary', '4500.0']",دوام كامل,0 / 4,20202026339178,0,Female,4500.0
745,نادل,19/05/1444,مؤسسة ملوف لتقديم الوجبات,1-2183857,خاص,صغيرة فئة ب,المطاعم مع الخدمة,Unknown,الرياض,AR RIYADH...,"['Salary', '4500.0']",دوام كامل,0 / 4,20202026339173,0,Both,4500.0
746,أخصائي مشتريات,19/05/1444,مؤسسة ألفا جروب للتجارة,1-1638956,خاص,صغيرة فئة أ,البيع بالجملة للهدايا والكماليات,"['Skill data', 'التواصل و تحمل ضغط العمل', 'محترف', 'استخدام الحاسب الالي', 'محترف', 'القدرة علي حل المشكلات و ايجاد بدائل', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '5000.0', 'Benefits', 'حوافز و مكافات شهرية']",دوام كامل,0 / 1,20202026339157,2,Both,5000.0
747,موظف استقبال,19/05/1444,مؤسسة شاي ناي للصيانة,9-2122368,خاص,صغيرة فئة أ,إصلاح وصيانة المنتجات الجلدية كالأمتعة والحقائب,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4500.0']",دوام كامل,0 / 1,20202026339089,0,Female,4500.0
748,مساعد إداري,19/05/1444,صالون لوكر للحلاقة,1-2245626,خاص,متوسطة فئة أ,الصالونات الرجالية,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",عمل عن بعد,0 / 1,20202026339000,0,Both,4000.0
749,رئيس تنفيذي,19/05/1444,مؤسسة لحظات القهوة لتقديم المشروبات,13-1978270,خاص,صغيرة فئة ب,محلات تقديم المشروبات ( الكوفي شوب ),"['Skill data', 'تطوير نشاط المؤسسة', 'محترف', 'Language data', 'الانجليزية', 'محترف', 'Professional certificate \\ License data', 'ادارة مشاريع', 'ضروري']",مكة المكرمة,MAKKAH AL...,"['Salary', '15000.0']",دوام كامل,0 / 1,20202026338994,10,Both,15000.0
750,موظف صندوق محاسبة,18/05/1444,مطاعم محصول البحار لتقديم الوجبات,1-2482173,خاص,صغيرة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Professional certificate \\ License data', 'شهادة صحية', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026338804,0,Both,4000.0
751,فني كهروميكانيك,18/05/1444,شركة اليوسف للصيانة,9-2111635,خاص,متوسطة فئة أ,اصلاح وصيانة المحركات والمولدات الكهربائية وأجهزة التوليد البخارية,"['Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026338722,0,Both,4000.0
752,بائع مجوهرات,18/05/1444,شركة معوض التجارية المحدودة,9-53099,خاص,صغيرة فئة ب,البيع بالجملة للمجوهرات,"['Language data', 'الإنجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '8000.0']",دوام كامل,0 / 3,20202026338711,2,Both,8000.0
753,أخصائي عمليات موارد بشرية,18/05/1444,شركة اليوسف للصيانة,9-2111635,خاص,متوسطة فئة أ,اصلاح وصيانة المحركات والمولدات الكهربائية وأجهزة التوليد البخارية,"['Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026338680,0,Both,5000.0
754,سكرتير تنفيذي,18/05/1444,شركة بانه الطبية,1-1606383,خاص,صغيرة فئة ب,تنظيم وإدارة المعارض والمؤتمرات,"['Skill data', 'إدارة المشاريع ', 'محترف', 'Language data', 'الأنجليزية ', 'محترف']",الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026338611,2,Both,5000.0
755,صانع حلويات,18/05/1444,مؤسسة جود النبع للحلويات,34-1950046,خاص,صغيرة فئة ب,المطاعم مع الخدمة,Unknown,الرياض,WADI AD D...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026338404,0,Female,4000.0
756,مساعد إداري,18/05/1444,شركة المقام الحديثة لتأجيرالسيارات المحدودة شركة شخص واحد,13-92160,خاص,صغيرة فئة ب,تأجير سيارات ركاب بدون سائق,"['Skill data', 'برامج الاوفيس', 'محترف']",مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026338279,0,Female,4000.0
757,موظف استقبال فندق,18/05/1444,شركة واحة ممسى للوحدات السكنية,1-2319715,خاص,صغيرة فئة ب,الوحدات السكنية المفروشة,"['Skill data', 'استخدام الحاسب الالي', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026338231,0,Female,4000.0
758,مدير شؤون قانونية,18/05/1444,شركة رتيل الشرق للمقاولات شركة شخص واحد,1-2617191,خاص,متوسطة فئة أ,Unknown,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026338166,0,Female,4000.0
759,كاتب موارد بشرية,18/05/1444,شركة رتيل الشرق للمقاولات شركة شخص واحد,1-2617191,خاص,متوسطة فئة أ,Unknown,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026338147,0,Male,4000.0
760,مدخل بيانات,18/05/1444,شركة رتيل الشرق للمقاولات شركة شخص واحد,1-2617191,خاص,متوسطة فئة أ,Unknown,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026338137,0,Female,4000.0
761,مترجم,18/05/1444,شركة رتيل الشرق للمقاولات شركة شخص واحد,1-2617191,خاص,متوسطة فئة أ,Unknown,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026338132,0,Female,4000.0
762,مدير موارد بشرية أمن سيبراني,18/05/1444,شركة رتيل الشرق للمقاولات شركة شخص واحد,1-2617191,خاص,متوسطة فئة أ,Unknown,Unknown,الرياض,AR RIYADH...,"['Salary', '5500.0']",دوام كامل,0 / 1,20202026338127,2,Male,5500.0
763,سكرتير,18/05/1444,شركة التمديدات المتطورة للمقاولات,9-2031725,خاص,صغيرة فئة ب,تمديد اسلاك الاتصالات,"['Skill data', 'مهارات عامة', 'متوسط', 'Language data', 'انجليزي', 'متوسط', 'Professional certificate \\ License data', 'دورات تخصصية ', 'مفيد']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0', 'Benefits', 'تامين طبي + اجازة يوم واحد بالاسبوع']",دوام كامل,0 / 1,20202026338025,0,Both,4000.0
764,مهندس ميكانيكي,18/05/1444,شركة أنظمة الاطفاء المتعددة للسلامه (شركة شخص واحد),1-2571536,خاص,صغيرة فئة أ,البيع بالتجزئة لأجهزة ومعدات ومواد الوقاية والحماية من الحريق,"['Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'بكالوريوس', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '7000.0']",دوام كامل,0 / 1,20202026337941,2,Female,7000.0
